1000.8192, 8192
1010.8704, 512
1021.6896, 8192
1022.5088, 8192
1031.7408, 512
1032.56, 512
1042.56, 8192
1043.3792, 8192
1044.1984, 8192
1045.0176, 8192
1052.6112, 512
1053.4304, 512
1054.2496, 512
1055.0688, 512
1063.4304, 8192
1064.2496, 8192
1065.0688, 8192
1065.888, 8192
1066.7072, 8192
1067.5264, 8192
1068.3456, 8192
1069.1648, 8192
1073.4816, 512
1074.3008, 512
1075.12, 512
1075.9392, 512
1076.7584, 512
1077.5776, 512
1078.3968, 512
1079.216, 512
1084.3008, 8192
1085.12, 8192
1085.9392, 8192
1086.7584, 8192
1087.5776, 8192
1088.3968, 8192
1089.216, 8192
1090.0352, 8192
1090.8544, 8192
1091.6736, 8192
1092.4928, 8192
1094.352, 512
1095.1712, 512
1095.9904, 512
1096.8096, 512
1097.6288, 512
1098.448, 512
1099.2672, 512
1100.0864, 512
1100.9056, 512
1101.7248, 512
1102.544, 512
1105.1712, 8192
1105.9904, 8192
1106.8096, 8192
1107.6288, 8192
1108.448, 8192
1109.2672, 8192
1110.0864, 8192
1110.9056, 8192
1111.7248, 8192
1112.544, 8192
1113.3632, 8192
1114.1824, 8192
1115.2224, 512
1116.0416, 512
1116.8608, 512
1117.68, 512
1118.4992, 512
1119.3184, 512
1120.1376, 512
1120.9568, 512
1121.776, 512
1122.5952, 512
1123.4144, 512
1124.2336, 512
1126.0416, 8192
1126.8608, 8192
1127.68, 8192
1128.4992, 8192
1129.3184, 8192
1130.1376, 8192
1130.9568, 8192
1131.776, 8192
1132.5952, 8192
1133.4144, 8192
1134.2336, 8192
1135.0528, 8192
1135.872, 8192
1136.0928, 512
1136.912, 512
1137.7312, 512
1138.5504, 512
1139.3696, 512
1140.1888, 512
1141.008, 512
1141.8272, 512
1142.6464, 512
1143.4656, 512
1144.2848, 512
1145.104, 512
1145.9232, 512
1146.912, 8192
1147.7312, 8192
1148.5504, 8192
1149.3696, 8192
1150.1888, 8192
1151.008, 8192
1151.8272, 8192
1152.6464, 8192
1153.4656, 8192
1154.2848, 8192
1155.104, 8192
1155.9232, 8192
1156.7424, 8192
1157.5616, 8192
1157.6128, 512
1157.7824, 512
1158.6016, 512
1159.4208, 512
1160.24, 512
1161.0592, 512
1161.8784, 512
1162.6976, 512
1163.5168, 512
1164.336, 512
1165.1552, 512
1165.9744, 512
1166.7936, 512
